index	exponent_vector	monomial
1874	9,0,0,4,0,3,0	b4^9*q4_0^4*q6_0^3
1875	1,0,4,3,0,3,0	b4*q3_0^4*q4_0^3*q6_0^3
1876	0,2,3,3,0,3,0	q2_0^2*q3_0^3*q4_0^3*q6_0^3
1877	2,1,3,3,0,3,0	b4^2*q2_0*q3_0^3*q4_0^3*q6_0^3
1878	4,0,3,3,0,3,0	b4^4*q3_0^3*q4_0^3*q6_0^3
1879	1,3,2,3,0,3,0	b4*q2_0^3*q3_0^2*q4_0^3*q6_0^3
1880	3,2,2,3,0,3,0	b4^3*q2_0^2*q3_0^2*q4_0^3*q6_0^3
1881	5,1,2,3,0,3,0	b4^5*q2_0*q3_0^2*q4_0^3*q6_0^3
1882	7,0,2,3,0,3,0	b4^7*q3_0^2*q4_0^3*q6_0^3
1883	0,5,1,3,0,3,0	q2_0^5*q3_0*q4_0^3*q6_0^3
1884	2,4,1,3,0,3,0	b4^2*q2_0^4*q3_0*q4_0^3*q6_0^3
1885	4,3,1,3,0,3,0	b4^4*q2_0^3*q3_0*q4_0^3*q6_0^3
1886	6,2,1,3,0,3,0	b4^6*q2_0^2*q3_0*q4_0^3*q6_0^3
1887	8,1,1,3,0,3,0	b4^8*q2_0*q3_0*q4_0^3*q6_0^3
1888	10,0,1,3,0,3,0	b4^10*q3_0*q4_0^3*q6_0^3
1889	1,6,0,3,0,3,0	b4*q2_0^6*q4_0^3*q6_0^3
1890	3,5,0,3,0,3,0	b4^3*q2_0^5*q4_0^3*q6_0^3
1891	5,4,0,3,0,3,0	b4^5*q2_0^4*q4_0^3*q6_0^3
1892	7,3,0,3,0,3,0	b4^7*q2_0^3*q4_0^3*q6_0^3
1893	9,2,0,3,0,3,0	b4^9*q2_0^2*q4_0^3*q6_0^3
1894	11,1,0,3,0,3,0	b4^11*q2_0*q4_0^3*q6_0^3
1895	13,0,0,3,0,3,0	b4^13*q4_0^3*q6_0^3
1896	0,1,5,2,0,3,0	q2_0*q3_0^5*q4_0^2*q6_0^3
1897	2,0,5,2,0,3,0	b4^2*q3_0^5*q4_0^2*q6_0^3
1898	1,2,4,2,0,3,0	b4*q2_0^2*q3_0^4*q4_0^2*q6_0^3
1899	3,1,4,2,0,3,0	b4^3*q2_0*q3_0^4*q4_0^2*q6_0^3
1900	5,0,4,2,0,3,0	b4^5*q3_0^4*q4_0^2*q6_0^3
1901	0,4,3,2,0,3,0	q2_0^4*q3_0^3*q4_0^2*q6_0^3
1902	2,3,3,2,0,3,0	b4^2*q2_0^3*q3_0^3*q4_0^2*q6_0^3
1903	4,2,3,2,0,3,0	b4^4*q2_0^2*q3_0^3*q4_0^2*q6_0^3
1904	6,1,3,2,0,3,0	b4^6*q2_0*q3_0^3*q4_0^2*q6_0^3
1905	8,0,3,2,0,3,0	b4^8*q3_0^3*q4_0^2*q6_0^3
1906	1,5,2,2,0,3,0	b4*q2_0^5*q3_0^2*q4_0^2*q6_0^3
1907	3,4,2,2,0,3,0	b4^3*q2_0^4*q3_0^2*q4_0^2*q6_0^3
1908	5,3,2,2,0,3,0	b4^5*q2_0^3*q3_0^2*q4_0^2*q6_0^3
1909	7,2,2,2,0,3,0	b4^7*q2_0^2*q3_0^2*q4_0^2*q6_0^3
1910	9,1,2,2,0,3,0	b4^9*q2_0*q3_0^2*q4_0^2*q6_0^3
1911	11,0,2,2,0,3,0	b4^11*q3_0^2*q4_0^2*q6_0^3
1912	0,7,1,2,0,3,0	q2_0^7*q3_0*q4_0^2*q6_0^3
1913	2,6,1,2,0,3,0	b4^2*q2_0^6*q3_0*q4_0^2*q6_0^3
1914	4,5,1,2,0,3,0	b4^4*q2_0^5*q3_0*q4_0^2*q6_0^3
1915	6,4,1,2,0,3,0	b4^6*q2_0^4*q3_0*q4_0^2*q6_0^3
1916	8,3,1,2,0,3,0	b4^8*q2_0^3*q3_0*q4_0^2*q6_0^3
1917	10,2,1,2,0,3,0	b4^10*q2_0^2*q3_0*q4_0^2*q6_0^3
1918	12,1,1,2,0,3,0	b4^12*q2_0*q3_0*q4_0^2*q6_0^3
1919	14,0,1,2,0,3,0	b4^14*q3_0*q4_0^2*q6_0^3
1920	1,8,0,2,0,3,0	b4*q2_0^8*q4_0^2*q6_0^3
1921	3,7,0,2,0,3,0	b4^3*q2_0^7*q4_0^2*q6_0^3
1922	5,6,0,2,0,3,0	b4^5*q2_0^6*q4_0^2*q6_0^3
1923	7,5,0,2,0,3,0	b4^7*q2_0^5*q4_0^2*q6_0^3
1924	9,4,0,2,0,3,0	b4^9*q2_0^4*q4_0^2*q6_0^3
1925	0,0,7,1,0,3,0	q3_0^7*q4_0*q6_0^3
1926	0,3,5,1,0,3,0	q2_0^3*q3_0^5*q4_0*q6_0^3
1927	0,6,3,1,0,3,0	q2_0^6*q3_0^3*q4_0*q6_0^3
1928	0,9,1,1,0,3,0	q2_0^9*q3_0*q4_0*q6_0^3
1929	0,2,7,0,0,3,0	q2_0^2*q3_0^7*q6_0^3
1930	0,5,5,0,0,3,0	q2_0^5*q3_0^5*q6_0^3
1931	0,1,0,1,5,2,0	q2_0*q4_0*q5_0^5*q6_0^2
1932	0,0,2,0,5,2,0	q3_0^2*q5_0^5*q6_0^2
1933	0,3,0,0,5,2,0	q2_0^3*q5_0^5*q6_0^2
1934	0,0,1,2,4,2,0	q3_0*q4_0^2*q5_0^4*q6_0^2
1935	0,2,1,1,4,2,0	q2_0^2*q3_0*q4_0*q5_0^4*q6_0^2
1936	0,1,3,0,4,2,0	q2_0*q3_0^3*q5_0^4*q6_0^2
1937	0,4,1,0,4,2,0	q2_0^4*q3_0*q5_0^4*q6_0^2
1938	0,0,0,4,3,2,0	q4_0^4*q5_0^3*q6_0^2
1939	0,2,0,3,3,2,0	q2_0^2*q4_0^3*q5_0^3*q6_0^2
1940	0,1,2,2,3,2,0	q2_0*q3_0^2*q4_0^2*q5_0^3*q6_0^2
1941	0,4,0,2,3,2,0	q2_0^4*q4_0^2*q5_0^3*q6_0^2
1942	0,0,4,1,3,2,0	q3_0^4*q4_0*q5_0^3*q6_0^2
1943	0,3,2,1,3,2,0	q2_0^3*q3_0^2*q4_0*q5_0^3*q6_0^2
1944	0,6,0,1,3,2,0	q2_0^6*q4_0*q5_0^3*q6_0^2
1945	0,2,4,0,3,2,0	q2_0^2*q3_0^4*q5_0^3*q6_0^2
1946	0,5,2,0,3,2,0	q2_0^5*q3_0^2*q5_0^3*q6_0^2
1947	0,8,0,0,3,2,0	q2_0^8*q5_0^3*q6_0^2
1948	0,1,1,4,2,2,0	q2_0*q3_0*q4_0^4*q5_0^2*q6_0^2
1949	0,0,3,3,2,2,0	q3_0^3*q4_0^3*q5_0^2*q6_0^2
1950	0,3,1,3,2,2,0	q2_0^3*q3_0*q4_0^3*q5_0^2*q6_0^2
1951	0,2,3,2,2,2,0	q2_0^2*q3_0^3*q4_0^2*q5_0^2*q6_0^2
1952	0,5,1,2,2,2,0	q2_0^5*q3_0*q4_0^2*q5_0^2*q6_0^2
1953	0,1,5,1,2,2,0	q2_0*q3_0^5*q4_0*q5_0^2*q6_0^2
1954	0,4,3,1,2,2,0	q2_0^4*q3_0^3*q4_0*q5_0^2*q6_0^2
1955	0,7,1,1,2,2,0	q2_0^7*q3_0*q4_0*q5_0^2*q6_0^2
1956	0,0,7,0,2,2,0	q3_0^7*q5_0^2*q6_0^2
1957	0,3,5,0,2,2,0	q2_0^3*q3_0^5*q5_0^2*q6_0^2
1958	0,6,3,0,2,2,0	q2_0^6*q3_0^3*q5_0^2*q6_0^2
1959	0,9,1,0,2,2,0	q2_0^9*q3_0*q5_0^2*q6_0^2
1960	0,1,0,6,1,2,0	q2_0*q4_0^6*q5_0*q6_0^2
1961	0,0,2,5,1,2,0	q3_0^2*q4_0^5*q5_0*q6_0^2
1962	0,3,0,5,1,2,0	q2_0^3*q4_0^5*q5_0*q6_0^2
1963	0,2,2,4,1,2,0	q2_0^2*q3_0^2*q4_0^4*q5_0*q6_0^2
1964	0,0,6,2,1,2,0	q3_0^6*q4_0^2*q5_0*q6_0^2
1965	0,0,1,7,0,2,0	q3_0*q4_0^7*q6_0^2
1966	0,0,5,4,0,2,0	q3_0^5*q4_0^4*q6_0^2
1967	0,0,1,1,6,1,0	q3_0*q4_0*q5_0^6*q6_0
1968	0,0,0,3,5,1,0	q4_0^3*q5_0^5*q6_0
1969	5,1,2,2,3,0,1	b4^5*q2_0*q3_0^2*q4_0^2*q5_0^3*b3
1970	7,0,2,2,3,0,1	b4^7*q3_0^2*q4_0^2*q5_0^3*b3
1971	0,5,1,2,3,0,1	q2_0^5*q3_0*q4_0^2*q5_0^3*b3
1972	2,4,1,2,3,0,1	b4^2*q2_0^4*q3_0*q4_0^2*q5_0^3*b3
1973	4,3,1,2,3,0,1	b4^4*q2_0^3*q3_0*q4_0^2*q5_0^3*b3
1974	6,2,1,2,3,0,1	b4^6*q2_0^2*q3_0*q4_0^2*q5_0^3*b3
1975	8,1,1,2,3,0,1	b4^8*q2_0*q3_0*q4_0^2*q5_0^3*b3
1976	10,0,1,2,3,0,1	b4^10*q3_0*q4_0^2*q5_0^3*b3
1977	1,6,0,2,3,0,1	b4*q2_0^6*q4_0^2*q5_0^3*b3
1978	3,5,0,2,3,0,1	b4^3*q2_0^5*q4_0^2*q5_0^3*b3
1979	5,4,0,2,3,0,1	b4^5*q2_0^4*q4_0^2*q5_0^3*b3
1980	7,3,0,2,3,0,1	b4^7*q2_0^3*q4_0^2*q5_0^3*b3
1981	9,2,0,2,3,0,1	b4^9*q2_0^2*q4_0^2*q5_0^3*b3
1982	11,1,0,2,3,0,1	b4^11*q2_0*q4_0^2*q5_0^3*b3
1983	13,0,0,2,3,0,1	b4^13*q4_0^2*q5_0^3*b3
1984	0,1,5,1,3,0,1	q2_0*q3_0^5*q4_0*q5_0^3*b3
1985	2,0,5,1,3,0,1	b4^2*q3_0^5*q4_0*q5_0^3*b3
1986	1,2,4,1,3,0,1	b4*q2_0^2*q3_0^4*q4_0*q5_0^3*b3
1987	3,1,4,1,3,0,1	b4^3*q2_0*q3_0^4*q4_0*q5_0^3*b3
1988	5,0,4,1,3,0,1	b4^5*q3_0^4*q4_0*q5_0^3*b3
1989	0,4,3,1,3,0,1	q2_0^4*q3_0^3*q4_0*q5_0^3*b3
1990	2,3,3,1,3,0,1	b4^2*q2_0^3*q3_0^3*q4_0*q5_0^3*b3
1991	4,2,3,1,3,0,1	b4^4*q2_0^2*q3_0^3*q4_0*q5_0^3*b3
1992	6,1,3,1,3,0,1	b4^6*q2_0*q3_0^3*q4_0*q5_0^3*b3
1993	8,0,3,1,3,0,1	b4^8*q3_0^3*q4_0*q5_0^3*b3
1994	1,5,2,1,3,0,1	b4*q2_0^5*q3_0^2*q4_0*q5_0^3*b3
1995	3,4,2,1,3,0,1	b4^3*q2_0^4*q3_0^2*q4_0*q5_0^3*b3
1996	5,3,2,1,3,0,1	b4^5*q2_0^3*q3_0^2*q4_0*q5_0^3*b3
1997	0,1,0,0,0,7,0	q2_0*q6_0^7
1998	2,0,0,0,0,7,0	b4^2*q6_0^7
1999	0,0,1,0,1,6,0	q3_0*q5_0*q6_0^6
2000	1,1,0,0,1,6,0	b4*q2_0*q5_0*q6_0^6
2001	3,0,0,0,1,6,0	b4^3*q5_0*q6_0^6
2002	0,0,0,2,0,6,0	q4_0^2*q6_0^6
2003	1,0,1,1,0,6,0	b4*q3_0*q4_0*q6_0^6
2004	0,2,0,1,0,6,0	q2_0^2*q4_0*q6_0^6
2005	2,1,0,1,0,6,0	b4^2*q2_0*q4_0*q6_0^6
2006	4,0,0,1,0,6,0	b4^4*q4_0*q6_0^6
2007	0,1,2,0,0,6,0	q2_0*q3_0^2*q6_0^6
2008	2,0,2,0,0,6,0	b4^2*q3_0^2*q6_0^6
2009	1,2,1,0,0,6,0	b4*q2_0^2*q3_0*q6_0^6
2010	3,1,1,0,0,6,0	b4^3*q2_0*q3_0*q6_0^6
2011	5,0,1,0,0,6,0	b4^5*q3_0*q6_0^6
2012	0,4,0,0,0,6,0	q2_0^4*q6_0^6
2013	2,3,0,0,0,6,0	b4^2*q2_0^3*q6_0^6
2014	4,2,0,0,0,6,0	b4^4*q2_0^2*q6_0^6
2015	6,1,0,0,0,6,0	b4^6*q2_0*q6_0^6
2016	8,0,0,0,0,6,0	b4^8*q6_0^6
2017	0,0,0,1,2,5,0	q4_0*q5_0^2*q6_0^5
2018	1,0,1,0,2,5,0	b4*q3_0*q5_0^2*q6_0^5
2019	0,2,0,0,2,5,0	q2_0^2*q5_0^2*q6_0^5
2020	2,1,0,0,2,5,0	b4^2*q2_0*q5_0^2*q6_0^5
2021	4,0,0,0,2,5,0	b4^4*q5_0^2*q6_0^5
2022	1,0,0,2,1,5,0	b4*q4_0^2*q5_0*q6_0^5
2023	0,1,1,1,1,5,0	q2_0*q3_0*q4_0*q5_0*q6_0^5
2024	2,0,1,1,1,5,0	b4^2*q3_0*q4_0*q5_0*q6_0^5
2025	1,2,0,1,1,5,0	b4*q2_0^2*q4_0*q5_0*q6_0^5
2026	3,1,0,1,1,5,0	b4^3*q2_0*q4_0*q5_0*q6_0^5
2027	5,0,0,1,1,5,0	b4^5*q4_0*q5_0*q6_0^5
2028	0,0,3,0,1,5,0	q3_0^3*q5_0*q6_0^5
2029	1,1,2,0,1,5,0	b4*q2_0*q3_0^2*q5_0*q6_0^5
2030	3,0,2,0,1,5,0	b4^3*q3_0^2*q5_0*q6_0^5
2031	0,3,1,0,1,5,0	q2_0^3*q3_0*q5_0*q6_0^5
2032	2,2,1,0,1,5,0	b4^2*q2_0^2*q3_0*q5_0*q6_0^5
2033	4,1,1,0,1,5,0	b4^4*q2_0*q3_0*q5_0*q6_0^5
2034	6,0,1,0,1,5,0	b4^6*q3_0*q5_0*q6_0^5
2035	1,4,0,0,1,5,0	b4*q2_0^4*q5_0*q6_0^5
2036	3,3,0,0,1,5,0	b4^3*q2_0^3*q5_0*q6_0^5
2037	5,2,0,0,1,5,0	b4^5*q2_0^2*q5_0*q6_0^5
2038	7,1,0,0,1,5,0	b4^7*q2_0*q5_0*q6_0^5
2039	9,0,0,0,1,5,0	b4^9*q5_0*q6_0^5
2040	0,1,0,3,0,5,0	q2_0*q4_0^3*q6_0^5
2041	2,0,0,3,0,5,0	b4^2*q4_0^3*q6_0^5
2042	0,0,2,2,0,5,0	q3_0^2*q4_0^2*q6_0^5
2043	1,1,1,2,0,5,0	b4*q2_0*q3_0*q4_0^2*q6_0^5
2044	3,0,1,2,0,5,0	b4^3*q3_0*q4_0^2*q6_0^5
2045	0,3,0,2,0,5,0	q2_0^3*q4_0^2*q6_0^5
2046	2,2,0,2,0,5,0	b4^2*q2_0^2*q4_0^2*q6_0^5
2047	4,1,0,2,0,5,0	b4^4*q2_0*q4_0^2*q6_0^5
2048	6,0,0,2,0,5,0	b4^6*q4_0^2*q6_0^5
2049	1,0,3,1,0,5,0	b4*q3_0^3*q4_0*q6_0^5
2050	0,2,2,1,0,5,0	q2_0^2*q3_0^2*q4_0*q6_0^5
2051	2,1,2,1,0,5,0	b4^2*q2_0*q3_0^2*q4_0*q6_0^5
2052	4,0,2,1,0,5,0	b4^4*q3_0^2*q4_0*q6_0^5
2053	1,3,1,1,0,5,0	b4*q2_0^3*q3_0*q4_0*q6_0^5
2054	3,2,1,1,0,5,0	b4^3*q2_0^2*q3_0*q4_0*q6_0^5
2055	5,1,1,1,0,5,0	b4^5*q2_0*q3_0*q4_0*q6_0^5
2056	7,0,1,1,0,5,0	b4^7*q3_0*q4_0*q6_0^5
2057	0,5,0,1,0,5,0	q2_0^5*q4_0*q6_0^5
2058	2,4,0,1,0,5,0	b4^2*q2_0^4*q4_0*q6_0^5
2059	4,3,0,1,0,5,0	b4^4*q2_0^3*q4_0*q6_0^5
2060	6,2,0,1,0,5,0	b4^6*q2_0^2*q4_0*q6_0^5
2061	8,1,0,1,0,5,0	b4^8*q2_0*q4_0*q6_0^5
2062	10,0,0,1,0,5,0	b4^10*q4_0*q6_0^5
2063	0,1,4,0,0,5,0	q2_0*q3_0^4*q6_0^5
2064	2,0,4,0,0,5,0	b4^2*q3_0^4*q6_0^5
2065	1,2,3,0,0,5,0	b4*q2_0^2*q3_0^3*q6_0^5
2066	3,1,3,0,0,5,0	b4^3*q2_0*q3_0^3*q6_0^5
2067	5,0,3,0,0,5,0	b4^5*q3_0^3*q6_0^5
2068	0,4,2,0,0,5,0	q2_0^4*q3_0^2*q6_0^5
2069	2,3,2,0,0,5,0	b4^2*q2_0^3*q3_0^2*q6_0^5
2070	4,2,2,0,0,5,0	b4^4*q2_0^2*q3_0^2*q6_0^5
2071	6,1,2,0,0,5,0	b4^6*q2_0*q3_0^2*q6_0^5
2072	8,0,2,0,0,5,0	b4^8*q3_0^2*q6_0^5
2073	1,5,1,0,0,5,0	b4*q2_0^5*q3_0*q6_0^5
2074	3,4,1,0,0,5,0	b4^3*q2_0^4*q3_0*q6_0^5
2075	5,3,1,0,0,5,0	b4^5*q2_0^3*q3_0*q6_0^5
2076	7,2,1,0,0,5,0	b4^7*q2_0^2*q3_0*q6_0^5
2077	9,1,1,0,0,5,0	b4^9*q2_0*q3_0*q6_0^5
2078	11,0,1,0,0,5,0	b4^11*q3_0*q6_0^5
2079	0,7,0,0,0,5,0	q2_0^7*q6_0^5
2080	2,6,0,0,0,5,0	b4^2*q2_0^6*q6_0^5
2081	4,5,0,0,0,5,0	b4^4*q2_0^5*q6_0^5
2082	6,4,0,0,0,5,0	b4^6*q2_0^4*q6_0^5
2083	8,3,0,0,0,5,0	b4^8*q2_0^3*q6_0^5
2084	10,2,0,0,0,5,0	b4^10*q2_0^2*q6_0^5
2085	12,1,0,0,0,5,0	b4^12*q2_0*q6_0^5
2086	14,0,0,0,0,5,0	b4^14*q6_0^5
2087	0,0,0,0,4,4,0	q5_0^4*q6_0^4
2088	1,0,0,1,3,4,0	b4*q4_0*q5_0^3*q6_0^4
2089	0,1,1,0,3,4,0	q2_0*q3_0*q5_0^3*q6_0^4
2090	2,0,1,0,3,4,0	b4^2*q3_0*q5_0^3*q6_0^4
2091	1,2,0,0,3,4,0	b4*q2_0^2*q5_0^3*q6_0^4
2092	3,1,0,0,3,4,0	b4^3*q2_0*q5_0^3*q6_0^4
2093	5,0,0,0,3,4,0	b4^5*q5_0^3*q6_0^4
2094	0,1,0,2,2,4,0	q2_0*q4_0^2*q5_0^2*q6_0^4
2095	2,0,0,2,2,4,0	b4^2*q4_0^2*q5_0^2*q6_0^4
2096	0,0,2,1,2,4,0	q3_0^2*q4_0*q5_0^2*q6_0^4
2097	1,1,1,1,2,4,0	b4*q2_0*q3_0*q4_0*q5_0^2*q6_0^4
2098	3,0,1,1,2,4,0	b4^3*q3_0*q4_0*q5_0^2*q6_0^4
2099	0,3,0,1,2,4,0	q2_0^3*q4_0*q5_0^2*q6_0^4
2100	2,2,0,1,2,4,0	b4^2*q2_0^2*q4_0*q5_0^2*q6_0^4
2101	4,1,0,1,2,4,0	b4^4*q2_0*q4_0*q5_0^2*q6_0^4
2102	6,0,0,1,2,4,0	b4^6*q4_0*q5_0^2*q6_0^4
2103	1,0,3,0,2,4,0	b4*q3_0^3*q5_0^2*q6_0^4
2104	0,2,2,0,2,4,0	q2_0^2*q3_0^2*q5_0^2*q6_0^4
2105	2,1,2,0,2,4,0	b4^2*q2_0*q3_0^2*q5_0^2*q6_0^4
2106	4,0,2,0,2,4,0	b4^4*q3_0^2*q5_0^2*q6_0^4
2107	1,3,1,0,2,4,0	b4*q2_0^3*q3_0*q5_0^2*q6_0^4
2108	3,2,1,0,2,4,0	b4^3*q2_0^2*q3_0*q5_0^2*q6_0^4
2109	5,1,1,0,2,4,0	b4^5*q2_0*q3_0*q5_0^2*q6_0^4
2110	7,0,1,0,2,4,0	b4^7*q3_0*q5_0^2*q6_0^4
2111	0,5,0,0,2,4,0	q2_0^5*q5_0^2*q6_0^4
2112	2,4,0,0,2,4,0	b4^2*q2_0^4*q5_0^2*q6_0^4
2113	4,3,0,0,2,4,0	b4^4*q2_0^3*q5_0^2*q6_0^4
2114	6,2,0,0,2,4,0	b4^6*q2_0^2*q5_0^2*q6_0^4
2115	8,1,0,0,2,4,0	b4^8*q2_0*q5_0^2*q6_0^4
2116	10,0,0,0,2,4,0	b4^10*q5_0^2*q6_0^4
2117	0,0,1,3,1,4,0	q3_0*q4_0^3*q5_0*q6_0^4
2118	1,1,0,3,1,4,0	b4*q2_0*q4_0^3*q5_0*q6_0^4
2119	3,0,0,3,1,4,0	b4^3*q4_0^3*q5_0*q6_0^4
2120	1,0,2,2,1,4,0	b4*q3_0^2*q4_0^2*q5_0*q6_0^4
2121	0,2,1,2,1,4,0	q2_0^2*q3_0*q4_0^2*q5_0*q6_0^4
2122	2,1,1,2,1,4,0	b4^2*q2_0*q3_0*q4_0^2*q5_0*q6_0^4
2123	4,0,1,2,1,4,0	b4^4*q3_0*q4_0^2*q5_0*q6_0^4
2124	1,3,0,2,1,4,0	b4*q2_0^3*q4_0^2*q5_0*q6_0^4
2125	3,2,0,2,1,4,0	b4^3*q2_0^2*q4_0^2*q5_0*q6_0^4
2126	5,1,0,2,1,4,0	b4^5*q2_0*q4_0^2*q5_0*q6_0^4
2127	7,0,0,2,1,4,0	b4^7*q4_0^2*q5_0*q6_0^4
2128	0,1,3,1,1,4,0	q2_0*q3_0^3*q4_0*q5_0*q6_0^4
2129	2,0,3,1,1,4,0	b4^2*q3_0^3*q4_0*q5_0*q6_0^4
2130	1,2,2,1,1,4,0	b4*q2_0^2*q3_0^2*q4_0*q5_0*q6_0^4
2131	3,1,2,1,1,4,0	b4^3*q2_0*q3_0^2*q4_0*q5_0*q6_0^4
2132	5,0,2,1,1,4,0	b4^5*q3_0^2*q4_0*q5_0*q6_0^4
2133	0,4,1,1,1,4,0	q2_0^4*q3_0*q4_0*q5_0*q6_0^4
2134	2,3,1,1,1,4,0	b4^2*q2_0^3*q3_0*q4_0*q5_0*q6_0^4
2135	4,2,1,1,1,4,0	b4^4*q2_0^2*q3_0*q4_0*q5_0*q6_0^4
2136	6,1,1,1,1,4,0	b4^6*q2_0*q3_0*q4_0*q5_0*q6_0^4
2137	8,0,1,1,1,4,0	b4^8*q3_0*q4_0*q5_0*q6_0^4
2138	1,5,0,1,1,4,0	b4*q2_0^5*q4_0*q5_0*q6_0^4
2139	3,4,0,1,1,4,0	b4^3*q2_0^4*q4_0*q5_0*q6_0^4
2140	5,3,0,1,1,4,0	b4^5*q2_0^3*q4_0*q5_0*q6_0^4
2141	7,2,0,1,1,4,0	b4^7*q2_0^2*q4_0*q5_0*q6_0^4
2142	9,1,0,1,1,4,0	b4^9*q2_0*q4_0*q5_0*q6_0^4
2143	11,0,0,1,1,4,0	b4^11*q4_0*q5_0*q6_0^4
2144	0,0,5,0,1,4,0	q3_0^5*q5_0*q6_0^4
2145	1,1,4,0,1,4,0	b4*q2_0*q3_0^4*q5_0*q6_0^4
2146	3,0,4,0,1,4,0	b4^3*q3_0^4*q5_0*q6_0^4
2147	0,3,3,0,1,4,0	q2_0^3*q3_0^3*q5_0*q6_0^4
2148	2,2,3,0,1,4,0	b4^2*q2_0^2*q3_0^3*q5_0*q6_0^4
2149	4,1,3,0,1,4,0	b4^4*q2_0*q3_0^3*q5_0*q6_0^4
2150	6,0,3,0,1,4,0	b4^6*q3_0^3*q5_0*q6_0^4
2151	1,4,2,0,1,4,0	b4*q2_0^4*q3_0^2*q5_0*q6_0^4
2152	3,3,2,0,1,4,0	b4^3*q2_0^3*q3_0^2*q5_0*q6_0^4
2153	5,2,2,0,1,4,0	b4^5*q2_0^2*q3_0^2*q5_0*q6_0^4
2154	7,1,2,0,1,4,0	b4^7*q2_0*q3_0^2*q5_0*q6_0^4
2155	9,0,2,0,1,4,0	b4^9*q3_0^2*q5_0*q6_0^4
2156	0,6,1,0,1,4,0	q2_0^6*q3_0*q5_0*q6_0^4
2157	2,5,1,0,1,4,0	b4^2*q2_0^5*q3_0*q5_0*q6_0^4
2158	4,4,1,0,1,4,0	b4^4*q2_0^4*q3_0*q5_0*q6_0^4
2159	6,3,1,0,1,4,0	b4^6*q2_0^3*q3_0*q5_0*q6_0^4
2160	8,2,1,0,1,4,0	b4^8*q2_0^2*q3_0*q5_0*q6_0^4
2161	10,1,1,0,1,4,0	b4^10*q2_0*q3_0*q5_0*q6_0^4
2162	12,0,1,0,1,4,0	b4^12*q3_0*q5_0*q6_0^4
2163	1,7,0,0,1,4,0	b4*q2_0^7*q5_0*q6_0^4
2164	3,6,0,0,1,4,0	b4^3*q2_0^6*q5_0*q6_0^4
2165	5,5,0,0,1,4,0	b4^5*q2_0^5*q5_0*q6_0^4
2166	7,4,0,0,1,4,0	b4^7*q2_0^4*q5_0*q6_0^4
2167	9,3,0,0,1,4,0	b4^9*q2_0^3*q5_0*q6_0^4
2168	11,2,0,0,1,4,0	b4^11*q2_0^2*q5_0*q6_0^4
2169	13,1,0,0,1,4,0	b4^13*q2_0*q5_0*q6_0^4
2170	15,0,0,0,1,4,0	b4^15*q5_0*q6_0^4
2171	0,0,0,5,0,4,0	q4_0^5*q6_0^4
2172	1,0,1,4,0,4,0	b4*q3_0*q4_0^4*q6_0^4
2173	0,2,0,4,0,4,0	q2_0^2*q4_0^4*q6_0^4
2174	2,1,0,4,0,4,0	b4^2*q2_0*q4_0^4*q6_0^4
2175	4,0,0,4,0,4,0	b4^4*q4_0^4*q6_0^4
2176	0,1,2,3,0,4,0	q2_0*q3_0^2*q4_0^3*q6_0^4
2177	2,0,2,3,0,4,0	b4^2*q3_0^2*q4_0^3*q6_0^4
2178	1,2,1,3,0,4,0	b4*q2_0^2*q3_0*q4_0^3*q6_0^4
2179	3,1,1,3,0,4,0	b4^3*q2_0*q3_0*q4_0^3*q6_0^4
2180	5,0,1,3,0,4,0	b4^5*q3_0*q4_0^3*q6_0^4
2181	0,4,0,3,0,4,0	q2_0^4*q4_0^3*q6_0^4
2182	2,3,0,3,0,4,0	b4^2*q2_0^3*q4_0^3*q6_0^4
2183	4,2,0,3,0,4,0	b4^4*q2_0^2*q4_0^3*q6_0^4
2184	6,1,0,3,0,4,0	b4^6*q2_0*q4_0^3*q6_0^4
2185	8,0,0,3,0,4,0	b4^8*q4_0^3*q6_0^4
2186	0,0,4,2,0,4,0	q3_0^4*q4_0^2*q6_0^4
2187	1,1,3,2,0,4,0	b4*q2_0*q3_0^3*q4_0^2*q6_0^4
2188	3,0,3,2,0,4,0	b4^3*q3_0^3*q4_0^2*q6_0^4
2189	0,3,2,2,0,4,0	q2_0^3*q3_0^2*q4_0^2*q6_0^4
2190	2,2,2,2,0,4,0	b4^2*q2_0^2*q3_0^2*q4_0^2*q6_0^4
2191	4,1,2,2,0,4,0	b4^4*q2_0*q3_0^2*q4_0^2*q6_0^4
2192	6,0,2,2,0,4,0	b4^6*q3_0^2*q4_0^2*q6_0^4
2193	1,4,1,2,0,4,0	b4*q2_0^4*q3_0*q4_0^2*q6_0^4
2194	3,3,1,2,0,4,0	b4^3*q2_0^3*q3_0*q4_0^2*q6_0^4
2195	5,2,1,2,0,4,0	b4^5*q2_0^2*q3_0*q4_0^2*q6_0^4
2196	7,1,1,2,0,4,0	b4^7*q2_0*q3_0*q4_0^2*q6_0^4
2197	9,0,1,2,0,4,0	b4^9*q3_0*q4_0^2*q6_0^4
2198	0,6,0,2,0,4,0	q2_0^6*q4_0^2*q6_0^4
2199	2,5,0,2,0,4,0	b4^2*q2_0^5*q4_0^2*q6_0^4
2200	4,4,0,2,0,4,0	b4^4*q2_0^4*q4_0^2*q6_0^4
2201	6,3,0,2,0,4,0	b4^6*q2_0^3*q4_0^2*q6_0^4
